iteration,round, agentid, utility
104,11, 4, 0.009289
105,11, 5, -0.000663
106,11, 6, 0.015343
107,11, 7, -0.004803
108,11, 8, 0.134297
109,11, 9, -0.000122
110,12, 0, -0.000106
111,12, 1, -0.031180
112,12, 2, -0.000097
113,12, 3, -0.036372
114,12, 4, 0.009496
115,12, 5, -0.000646
116,12, 6, 0.015344
117,12, 7, -0.004803
118,12, 8, 0.134219
119,12, 9, -0.000121
120,13, 0, -0.000106
121,13, 1, -0.031091
122,13, 2, -0.000097
123,13, 3, -0.036740
124,13, 4, 0.009638
125,13, 5, -0.000634
126,13, 6, 0.015344
127,13, 7, -0.004803
128,13, 8, 0.134147
129,13, 9, 0.000000
130,14, 0, -0.000106
131,14, 1, -0.031012
132,14, 2, -0.000096
133,14, 3, -0.037005
134,14, 4, 0.009738
135,14, 5, -0.000626
136,14, 6, 0.015345
137,14, 7, -0.004803
138,14, 8, 0.134083
139,14, 9, -0.000120
140,15, 0, -0.000106
141,15, 1, -0.030940
142,15, 2, -0.000096
143,15, 3, -0.037195
144,15, 4, 0.009808
145,15, 5, -0.000620
146,15, 6, 0.015345
147,15, 7, -0.004803
148,15, 8, 0.134025
149,15, 9, -0.000120
150,16, 0, -0.000106
151,16, 1, -0.030875
152,16, 2, -0.000095
153,16, 3, -0.037332
154,16, 4, 0.009858
155,16, 5, -0.000616
156,16, 6, 0.015345
157,16, 7, -0.004803
158,16, 8, 0.133972
159,16, 9, -0.000119
160,17, 0, -0.000106
161,17, 1, -0.030817
162,17, 2, -0.000095
163,17, 3, -0.037430
164,17, 4, 0.009893
165,17, 5, -0.000613
166,17, 6, 0.015345
167,17, 7, -0.004803
168,17, 8, 0.133925
169,17, 9, -0.000119
170,18, 0, -0.000106
171,18, 1, -0.030765
172,18, 2, -0.000095
173,18, 3, -0.037501
174,18, 4, 0.009918
175,18, 5, -0.000610
176,18, 6, 0.015345
177,18, 7, -0.004803
178,18, 8, 0.133882
179,18, 9, -0.000118
180,19, 0, -0.000106
181,19, 1, -0.030717
182,19, 2, -0.000094
183,19, 3, -0.037551
184,19, 4, 0.009936
185,19, 5, -0.000609
186,19, 6, 0.015346
187,19, 7, -0.004803
188,19, 8, 0.133843
189,19, 9, -0.000118
190,20, 0, -0.000106
191,20, 1, -0.030675
192,20, 2, -0.000094
193,20, 3, -0.037588
194,20, 4, 0.009949
195,20, 5, -0.000608
196,20, 6, 0.015346
197,20, 7, -0.004803
198,20, 8, 0.133808
199,20, 9, -0.000117
200,21, 0, -0.000106
201,21, 1, -0.030637
202,21, 2, -0.000094
203,21, 3, -0.037614
204,21, 4, 0.009959
205,21, 5, -0.000607
206,21, 6, 0.015346
207,21, 7, -0.004803
208,21, 8, 0.133777
209,21, 9, -0.000117
210,22, 0, -0.000106
211,22, 1, -0.030602
212,22, 2, -0.000094
213,22, 3, -0.037633
214,22, 4, 0.009965
215,22, 5, -0.000606
216,22, 6, 0.015346
217,22, 7, -0.004803
218,22, 8, 0.133749
219,22, 9, -0.000117
220,23, 0, -0.000106
221,23, 1, -0.030571
222,23, 2, -0.000093
223,23, 3, -0.037647
224,23, 4, 0.009970
225,23, 5, -0.000606
226,23, 6, 0.015346
227,23, 7, -0.004803
228,23, 8, 0.133723
229,23, 9, -0.000117
230,24, 0, -0.000106
231,24, 1, -0.030543
232,24, 2, -0.000093
233,24, 3, -0.037657
234,24, 4, 0.009973
235,24, 5, -0.000605
236,24, 6, 0.015346
237,24, 7, -0.004803
238,24, 8, 0.133700
239,24, 9, -0.000116
240,25, 0, -0.000106
241,25, 1, -0.030518
242,25, 2, -0.000093
243,25, 3, -0.037664
244,25, 4, 0.009976
245,25, 5, -0.000605
246,25, 6, 0.015346
247,25, 7, -0.004803
248,25, 8, 0.133679
249,25, 9, -0.000116
250,26, 0, -0.000106
251,26, 1, -0.030496
252,26, 2, -0.000093
253,26, 3, -0.037669
254,26, 4, 0.009978
255,26, 5, -0.000605
256,26, 6, 0.015346
257,26, 7, -0.004453
258,26, 8, 0.133701
259,26, 9, -0.000116
260,27, 0, -0.000106
261,27, 1, -0.030475
262,27, 2, -0.000093
263,27, 3, -0.037672
264,27, 4, 0.009979
265,27, 5, -0.000605
266,27, 6, 0.015346
267,27, 7, -0.004803
268,27, 8, 0.133643
269,27, 9, -0.000116
270,28, 0, -0.000106
271,28, 1, -0.030457
272,28, 2, -0.000093
273,28, 3, -0.037675
274,28, 4, 0.009980
275,28, 5, -0.000605
276,28, 6, 0.015346
277,28, 7, -0.004803
278,28, 8, 0.133628
279,28, 9, -0.000116
280,29, 0, -0.000106
281,29, 1, -0.030441
282,29, 2, -0.000093
283,29, 3, -0.037677
284,29, 4, 0.009981
285,29, 5, -0.000605
286,29, 6, 0.015346
287,29, 7, -0.004803
288,29, 8, 0.133615
289,29, 9, -0.000116
290,30, 0, -0.000106
291,30, 1, -0.030426
292,30, 2, -0.000093
293,30, 3, -0.037678
294,30, 4, 0.009981
295,30, 5, -0.000605
296,30, 6, 0.015346
297,30, 7, -0.004803
298,30, 8, 0.133602
299,30, 9, -0.000115
300,31, 0, -0.000106
301,31, 1, -0.030412
302,31, 2, -0.000092
303,31, 3, -0.037679
304,31, 4, 0.009981
305,31, 5, -0.000605
306,31, 6, 0.015346
307,31, 7, -0.004803
308,31, 8, 0.133591
309,31, 9, -0.000115
310,32, 0, -0.000106
311,32, 1, -0.030400
312,32, 2, -0.000092
313,32, 3, -0.037680
314,32, 4, 0.009982
315,32, 5, -0.000605
316,32, 6, 0.015346
317,32, 7, -0.004803
318,32, 8, 0.133581
319,32, 9, -0.000115
320,33, 0, -0.000106
321,33, 1, -0.030390
322,33, 2, -0.000092
323,33, 3, -0.037680
324,33, 4, 0.009982
325,33, 5, -0.000605
326,33, 6, 0.015346
327,33, 7, -0.004803
328,33, 8, 0.133572
329,33, 9, -0.000115
330,34, 0, -0.000106
331,34, 1, -0.030380
332,34, 2, -0.000092
333,34, 3, -0.037681
334,34, 4, 0.009982
335,34, 5, -0.000605
336,34, 6, 0.015346
337,34, 7, -0.004803
338,34, 8, 0.133564
339,34, 9, -0.000115
340,35, 0, -0.000106
341,35, 1, -0.030371
342,35, 2, -0.000092
343,35, 3, -0.037681
344,35, 4, 0.009982
345,35, 5, -0.000605
346,35, 6, 0.015346
347,35, 7, -0.004803
348,35, 8, 0.133557
349,35, 9, -0.000115
350,36, 0, -0.000106
351,36, 1, -0.030363
352,36, 2, -0.000092
353,36, 3, -0.037681
354,36, 4, 0.009982
355,36, 5, -0.000605
356,36, 6, 0.015346
357,36, 7, -0.004803
358,36, 8, 0.133550
359,36, 9, -0.000115
360,37, 0, -0.000106
361,37, 1, -0.030356
362,37, 2, -0.000092
363,37, 3, -0.037681
364,37, 4, 0.009982
365,37, 5, -0.000605
366,37, 6, 0.015346
367,37, 7, -0.004803
368,37, 8, 0.133544
369,37, 9, -0.000115
370,38, 0, -0.000106
371,38, 1, -0.030350
372,38, 2, -0.000092
373,38, 3, -0.037681
374,38, 4, 0.009982
375,38, 5, -0.000605
376,38, 6, 0.015346
377,38, 7, -0.004803
378,38, 8, 0.133539
379,38, 9, -0.000115
380,39, 0, -0.000106
381,39, 1, -0.030344
382,39, 2, -0.000092
383,39, 3, -0.037681
384,39, 4, 0.009982
385,39, 5, -0.000605
386,39, 6, 0.015346
387,39, 7, -0.004803
388,39, 8, 0.133534
389,39, 9, -0.000115
390,40, 0, -0.000106
391,40, 1, -0.030339
392,40, 2, -0.000092
393,40, 3, -0.037681
394,40, 4, 0.009982
395,40, 5, -0.000605
396,40, 6, 0.015346
397,40, 7, -0.004803
398,40, 8, 0.133530
399,40, 9, -0.000115
400,41, 0, -0.000106
401,41, 1, -0.030334
402,41, 2, -0.000092
403,41, 3, -0.037681
404,41, 4, 0.009982
405,41, 5, -0.000605
406,41, 6, 0.015346
407,41, 7, -0.004803
408,41, 8, 0.133526
409,41, 9, -0.000115
410,42, 0, -0.000106
411,42, 1, -0.030330
412,42, 2, -0.000092
413,42, 3, -0.037681
414,42, 4, 0.009982
415,42, 5, -0.000605
416,42, 6, 0.015346
417,42, 7, -0.004803
418,42, 8, 0.133522
419,42, 9, -0.000115
420,43, 0, -0.000106
421,43, 1, -0.030326
422,43, 2, -0.000092
423,43, 3, -0.037681
424,43, 4, 0.009982
425,43, 5, -0.000605
426,43, 6, 0.015346
427,43, 7, -0.004803
428,43, 8, 0.133519
429,43, 9, -0.000115
430,44, 0, -0.000106
431,44, 1, -0.030323
432,44, 2, -0.000092
433,44, 3, -0.037681
434,44, 4, 0.009982
435,44, 5, -0.000605
436,44, 6, 0.015346
437,44, 7, -0.004803
438,44, 8, 0.133516
439,44, 9, -0.000115
440,45, 0, -0.000106
441,45, 1, -0.030320
442,45, 2, -0.000092
443,45, 3, -0.037681
444,45, 4, 0.009982
445,45, 5, -0.000605
446,45, 6, 0.015346
447,45, 7, -0.004803
448,45, 8, 0.133514
449,45, 9, -0.000115
450,46, 0, -0.000106
451,46, 1, -0.030317
452,46, 2, -0.000092
453,46, 3, -0.037681
454,46, 4, 0.009982
455,46, 5, -0.000605
456,46, 6, 0.015346
457,46, 7, -0.004803
458,46, 8, 0.133511
459,46, 9, -0.000115
460,47, 0, -0.000106
461,47, 1, -0.030314
462,47, 2, -0.000092
463,47, 3, -0.037681
464,47, 4, 0.009982
465,47, 5, -0.000605
466,47, 6, 0.015346
467,47, 7, -0.004803
468,47, 8, 0.133509
469,47, 9, -0.000115
470,48, 0, -0.000106
471,48, 1, -0.030312
472,48, 2, -0.000092
473,48, 3, -0.037681
474,48, 4, 0.009982
475,48, 5, -0.000605
476,48, 6, 0.015346
477,48, 7, -0.004803
478,48, 8, 0.133507
479,48, 9, -0.000114
480,49, 0, -0.000106
481,49, 1, -0.030310
482,49, 2, -0.000092
483,49, 3, -0.037681
484,49, 4, 0.009982
485,49, 5, -0.000605
486,49, 6, 0.015346
487,49, 7, -0.004803
488,49, 8, 0.133506
489,49, 9, -0.000114
490,50, 0, -0.000106
491,50, 1, -0.030308
492,50, 2, -0.000092
493,50, 3, -0.037681
494,50, 4, 0.009982
495,50, 5, -0.000605
496,50, 6, 0.015346
497,50, 7, -0.004803
498,50, 8, 0.133504
499,50, 9, -0.000114
500,51, 0, -0.000106
501,51, 1, -0.030307
502,51, 2, -0.000092
503,51, 3, -0.037681
504,51, 4, 0.009982
505,51, 5, -0.000605
506,51, 6, 0.015346
507,51, 7, -0.004803
508,51, 8, 0.133503
509,51, 9, -0.000114
510,52, 0, -0.000106
511,52, 1, -0.030305
512,52, 2, -0.000092
513,52, 3, -0.037665
514,52, 4, 0.009984
515,52, 5, -0.000605
516,52, 6, 0.015346
517,52, 7, -0.004803
518,52, 8, 0.133502
519,52, 9, -0.000114
520,53, 0, -0.000106
521,53, 1, -0.030304
522,53, 2, -0.000092
523,53, 3, -0.037681
524,53, 4, 0.009982
525,53, 5, -0.000605
526,53, 6, 0.015346
527,53, 7, -0.004803
528,53, 8, 0.133501
529,53, 9, -0.000114
530,54, 0, -0.000106
531,54, 1, -0.030303
532,54, 2, -0.000092
533,54, 3, -0.037681
534,54, 4, 0.009982
535,54, 5, -0.000605
536,54, 6, 0.015346
537,54, 7, -0.004803
538,54, 8, 0.133500
539,54, 9, -0.000114
540,55, 0, -0.000106
541,55, 1, -0.030302
542,55, 2, -0.000092
543,55, 3, -0.037681
544,55, 4, 0.009982
545,55, 5, -0.000605
546,55, 6, 0.015346
547,55, 7, -0.004803
548,55, 8, 0.133499
549,55, 9, -0.000114
550,56, 0, -0.000106
551,56, 1, -0.030301
552,56, 2, -0.000092
553,56, 3, -0.037681
554,56, 4, 0.009982
555,56, 5, -0.000605
556,56, 6, 0.015346
557,56, 7, -0.004803
558,56, 8, 0.133498
559,56, 9, -0.000114
560,57, 0, -0.000106
561,57, 1, -0.030300
562,57, 2, -0.000092
563,57, 3, -0.037681
564,57, 4, 0.009982
565,57, 5, -0.000605
566,57, 6, 0.015346
567,57, 7, -0.004803
568,57, 8, 0.133497
569,57, 9, -0.000114
570,58, 0, -0.000106
571,58, 1, -0.030299
572,58, 2, -0.000092
573,58, 3, -0.037681
574,58, 4, 0.009982
575,58, 5, -0.000605
576,58, 6, 0.015346
577,58, 7, -0.004803
578,58, 8, 0.133496
579,58, 9, -0.000114
580,59, 0, -0.000106
581,59, 1, -0.030298
582,59, 2, -0.000092
583,59, 3, -0.037681
584,59, 4, 0.009982
585,59, 5, -0.000605
586,59, 6, 0.015346
587,59, 7, -0.004803
588,59, 8, 0.133496
589,59, 9, -0.000114
590,60, 0, -0.000106
591,60, 1, -0.030298
592,60, 2, -0.000092
593,60, 3, -0.037681
594,60, 4, 0.009982
595,60, 5, -0.000605
596,60, 6, 0.015346
597,60, 7, -0.004803
598,60, 8, 0.133495
599,60, 9, -0.000114
600,61, 0, -0.000106
601,61, 1, -0.030297
602,61, 2, -0.000092
603,61, 3, -0.037681
604,61, 4, 0.009982
605,61, 5, -0.000605
606,61, 6, 0.015346
607,61, 7, -0.004803
608,61, 8, 0.133495
609,61, 9, -0.000114
610,62, 0, -0.000106
611,62, 1, -0.030297
612,62, 2, -0.000092
613,62, 3, -0.037681
614,62, 4, 0.009982
615,62, 5, -0.000605
616,62, 6, 0.015346
617,62, 7, -0.004803
618,62, 8, 0.133494
619,62, 9, -0.000114
620,63, 0, -0.000106
621,63, 1, -0.030296
622,63, 2, -0.000092
623,63, 3, -0.037681
624,63, 4, 0.009982
625,63, 5, -0.000605
626,63, 6, 0.015346
627,63, 7, -0.004803
628,63, 8, 0.133494
629,63, 9, -0.000114
630,64, 0, -0.000106
631,64, 1, -0.030296
632,64, 2, -0.000092
633,64, 3, -0.037681
634,64, 4, 0.009982
635,64, 5, -0.000605
636,64, 6, 0.015346
637,64, 7, -0.004803
638,64, 8, 0.133494
639,64, 9, -0.000114
640,65, 0, -0.000106
641,65, 1, -0.030295
642,65, 2, -0.000092
643,65, 3, -0.037681
644,65, 4, 0.009982
645,65, 5, -0.000605
646,65, 6, 0.015346
647,65, 7, -0.004803
648,65, 8, 0.133493
649,65, 9, -0.000114
650,66, 0, -0.000106
651,66, 1, -0.030295
652,66, 2, -0.000092
653,66, 3, -0.037681
654,66, 4, 0.009982
655,66, 5, -0.000605
656,66, 6, 0.015346
657,66, 7, -0.004803
658,66, 8, 0.133493
659,66, 9, -0.000114
660,67, 0, -0.000106
661,67, 1, -0.030295
662,67, 2, -0.000092
663,67, 3, -0.037681
664,67, 4, 0.009982
665,67, 5, -0.000605
666,67, 6, 0.015346
667,67, 7, -0.004803
668,67, 8, 0.133493
669,67, 9, -0.000114
670,68, 0, -0.000106
671,68, 1, -0.030295
672,68, 2, -0.000092
673,68, 3, -0.037681
674,68, 4, 0.009982
675,68, 5, -0.000605
676,68, 6, 0.015346
677,68, 7, -0.004803
678,68, 8, 0.133493
679,68, 9, -0.000114
680,69, 0, -0.000106
681,69, 1, -0.030294
682,69, 2, -0.000092
683,69, 3, -0.037681
684,69, 4, 0.009982
685,69, 5, -0.000605
686,69, 6, 0.015346
687,69, 7, -0.004803
688,69, 8, 0.133492
689,69, 9, -0.000114
690,70, 0, -0.000106
691,70, 1, -0.030294
692,70, 2, -0.000092
693,70, 3, -0.037681
694,70, 4, 0.009982
695,70, 5, -0.000605
696,70, 6, 0.015346
697,70, 7, -0.004803
698,70, 8, 0.133492
699,70, 9, -0.000114
700,71, 0, -0.000106
701,71, 1, -0.030294
702,71, 2, -0.000092
703,71, 3, -0.037681
704,71, 4, 0.009982
705,71, 5, -0.000605
706,71, 6, 0.015346
707,71, 7, -0.004803
708,71, 8, 0.133492
709,71, 9, -0.000114
710,72, 0, -0.000106
711,72, 1, -0.030294
712,72, 2, -0.000092
713,72, 3, -0.037681
714,72, 4, 0.009982
715,72, 5, -0.000605
716,72, 6, 0.015346
717,72, 7, -0.004803
718,72, 8, 0.133492
719,72, 9, -0.000114
720,73, 0, -0.000106
721,73, 1, -0.030294
722,73, 2, -0.000092
723,73, 3, -0.037681
724,73, 4, 0.009982
725,73, 5, -0.000605
726,73, 6, 0.015346
727,73, 7, -0.004803
728,73, 8, 0.133492
729,73, 9, -0.000114
730,74, 0, -0.000106
731,74, 1, -0.030293
732,74, 2, -0.000092
733,74, 3, -0.037681
734,74, 4, 0.009982
735,74, 5, -0.000605
736,74, 6, 0.015346
737,74, 7, -0.004803
738,74, 8, 0.133492
739,74, 9, -0.000114
740,75, 0, -0.000106
741,75, 1, -0.030293
742,75, 2, -0.000092
743,75, 3, -0.037681
744,75, 4, 0.009982
745,75, 5, -0.000605
746,75, 6, 0.015346
747,75, 7, -0.004803
748,75, 8, 0.133492
749,75, 9, -0.000114
750,76, 0, -0.000106
751,76, 1, -0.030293
752,76, 2, -0.000092
753,76, 3, -0.037681
754,76, 4, 0.009982
755,76, 5, -0.000605
756,76, 6, 0.015346
757,76, 7, -0.004803
758,76, 8, 0.133491
759,76, 9, -0.000114
760,77, 0, -0.000106
761,77, 1, -0.030293
762,77, 2, -0.000092
763,77, 3, -0.037681
764,77, 4, 0.009982
765,77, 5, -0.000605
766,77, 6, 0.015346
767,77, 7, -0.004803
768,77, 8, 0.133491
769,77, 9, -0.000114
770,78, 0, -0.000106
771,78, 1, -0.030293
772,78, 2, -0.000092
773,78, 3, -0.037681
774,78, 4, 0.009982
775,78, 5, -0.000605
776,78, 6, 0.015346
777,78, 7, -0.004803
778,78, 8, 0.133491
779,78, 9, -0.000114
780,79, 0, -0.000106
781,79, 1, -0.030293
782,79, 2, -0.000092
783,79, 3, -0.037681
784,79, 4, 0.009982
785,79, 5, -0.000605
786,79, 6, 0.015346
787,79, 7, -0.004803
788,79, 8, 0.133491
789,79, 9, -0.000114
790,80, 0, -0.000106
791,80, 1, -0.030293
792,80, 2, -0.000092
793,80, 3, -0.037681
794,80, 4, 0.009982
795,80, 5, -0.000605
796,80, 6, 0.015346
797,80, 7, -0.004803
798,80, 8, 0.133491
799,80, 9, -0.000114
800,81, 0, -0.000106
801,81, 1, -0.030293
802,81, 2, -0.000092
803,81, 3, -0.037681
804,81, 4, 0.009982
805,81, 5, -0.000605
806,81, 6, 0.015346
807,81, 7, -0.004803
808,81, 8, 0.133491
809,81, 9, -0.000114
810,82, 0, -0.000106
811,82, 1, -0.030293
812,82, 2, -0.000092
813,82, 3, -0.037681
814,82, 4, 0.009982
815,82, 5, -0.000605
816,82, 6, 0.015346
817,82, 7, -0.004803
818,82, 8, 0.133491
819,82, 9, -0.000114
820,83, 0, -0.000106
821,83, 1, -0.030293
822,83, 2, -0.000092
823,83, 3, -0.037681
824,83, 4, 0.009982
825,83, 5, -0.000605
826,83, 6, 0.015346
827,83, 7, -0.004803
828,83, 8, 0.133491
829,83, 9, -0.000114
830,84, 0, -0.000106
831,84, 1, -0.030293
832,84, 2, -0.000092
833,84, 3, -0.037681
834,84, 4, 0.009982
835,84, 5, -0.000605
836,84, 6, 0.015346
837,84, 7, -0.004803
838,84, 8, 0.133491
839,84, 9, -0.000114
840,85, 0, -0.000106
841,85, 1, -0.030292
842,85, 2, -0.000092
843,85, 3, -0.037681
844,85, 4, 0.009982
845,85, 5, -0.000605
846,85, 6, 0.015346
847,85, 7, -0.004803
848,85, 8, 0.133491
849,85, 9, -0.000114
850,86, 0, -0.000106
851,86, 1, -0.030292
852,86, 2, -0.000092
853,86, 3, -0.037681
854,86, 4, 0.009982
855,86, 5, -0.000605
856,86, 6, 0.015346
857,86, 7, -0.004803
858,86, 8, 0.133491
859,86, 9, -0.000114
860,87, 0, -0.000106
861,87, 1, -0.030292
862,87, 2, -0.000092
863,87, 3, -0.037681
864,87, 4, 0.009982
865,87, 5, -0.000605
866,87, 6, 0.015346
867,87, 7, -0.004803
868,87, 8, 0.133491
869,87, 9, -0.000114
870,88, 0, -0.000106
871,88, 1, -0.030292
872,88, 2, -0.000092
873,88, 3, -0.037681
874,88, 4, 0.009982
875,88, 5, -0.000605
876,88, 6, 0.015346
877,88, 7, -0.004803
878,88, 8, 0.133491
879,88, 9, -0.000114
880,89, 0, -0.000106
881,89, 1, -0.030292
882,89, 2, -0.000092
883,89, 3, -0.037681
884,89, 4, 0.009982
885,89, 5, -0.000605
886,89, 6, 0.015346
887,89, 7, -0.004803
888,89, 8, 0.133491
889,89, 9, -0.000114
890,90, 0, -0.000106
891,90, 1, -0.030292
892,90, 2, -0.000092
893,90, 3, -0.037681
894,90, 4, 0.009982
895,90, 5, -0.000605
896,90, 6, 0.015346
897,90, 7, -0.004803
898,90, 8, 0.133491
899,90, 9, -0.000114
900,91, 0, -0.000106
901,91, 1, -0.030292
902,91, 2, -0.000092
903,91, 3, -0.037681
904,91, 4, 0.009982
905,91, 5, -0.000605
906,91, 6, 0.015346
907,91, 7, -0.004803
908,91, 8, 0.133491
909,91, 9, -0.000114
910,92, 0, -0.000106
911,92, 1, -0.030292
912,92, 2, -0.000092
913,92, 3, -0.037681
914,92, 4, 0.009982
915,92, 5, -0.000605
916,92, 6, 0.015346
917,92, 7, -0.004803
918,92, 8, 0.133491
919,92, 9, -0.000114
920,93, 0, -0.000106
921,93, 1, -0.030292
922,93, 2, -0.000092
923,93, 3, -0.037681
924,93, 4, 0.009982
925,93, 5, -0.000605
926,93, 6, 0.015346
927,93, 7, -0.004803
928,93, 8, 0.133491
929,93, 9, -0.000114
930,94, 0, -0.000106
931,94, 1, -0.030292
932,94, 2, -0.000092
933,94, 3, -0.037681
934,94, 4, 0.009982
935,94, 5, -0.000605
936,94, 6, 0.015346
937,94, 7, -0.004803
938,94, 8, 0.133491
939,94, 9, -0.000114
940,95, 0, -0.000106
941,95, 1, -0.030292
942,95, 2, -0.000092
943,95, 3, -0.037681
944,95, 4, 0.009982
945,95, 5, -0.000605
946,95, 6, 0.015346
947,95, 7, -0.004803
948,95, 8, 0.133491
949,95, 9, -0.000114
950,96, 0, -0.000106
951,96, 1, -0.030292
952,96, 2, -0.000092
953,96, 3, -0.037681
954,96, 4, 0.009982
955,96, 5, -0.000605
956,96, 6, 0.015346
957,96, 7, -0.004803
958,96, 8, 0.133491
959,96, 9, -0.000114
960,97, 0, -0.000106
961,97, 1, -0.030292
962,97, 2, -0.000092
963,97, 3, -0.037681
964,97, 4, 0.009982
965,97, 5, -0.000605
966,97, 6, 0.015346
967,97, 7, -0.004803
968,97, 8, 0.133491
969,97, 9, -0.000114
970,98, 0, -0.000106
971,98, 1, -0.030292
972,98, 2, -0.000092
973,98, 3, -0.037681
974,98, 4, 0.009982
975,98, 5, -0.000605
976,98, 6, 0.015346
977,98, 7, -0.004803
978,98, 8, 0.133491
979,98, 9, -0.000114
980,99, 0, -0.000106
981,99, 1, -0.030292
982,99, 2, -0.000092
983,99, 3, -0.037681
984,99, 4, 0.009982
985,99, 5, -0.000605
986,99, 6, 0.015346
987,99, 7, -0.004803
988,99, 8, 0.133491
989,99, 9, -0.000114
990,100, 0, -0.000106
991,100, 1, -0.030292
992,100, 2, -0.000092
993,100, 3, -0.037681
994,100, 4, 0.009982
995,100, 5, -0.000605
996,100, 6, 0.015346
997,100, 7, -0.004803
998,100, 8, 0.133491
999,100, 9, -0.000114
1000,101, 0, -0.000106
1001,101, 1, -0.030292
1002,101, 2, -0.000092
1003,101, 3, -0.037681
1004,101, 4, 0.009982
1005,101, 5, -0.000605
1006,101, 6, 0.015346
1007,101, 7, -0.004803
1008,101, 8, 0.133491
1009,101, 9, -0.000114
1010,102, 0, -0.000106
1011,102, 1, -0.030292
1012,102, 2, -0.000092
1013,102, 3, -0.037681
1014,102, 4, 0.009982
1015,102, 5, -0.000605
1016,102, 6, 0.015346
1017,102, 7, -0.004803
1018,102, 8, 0.133491
1019,102, 9, -0.000114
1020,103, 0, -0.000106
1021,103, 1, -0.030292
1022,103, 2, -0.000092
1023,103, 3, -0.037681
1024,103, 4, 0.009982
1025,103, 5, -0.000166
1026,103, 6, 0.015364
1027,103, 7, -0.004801
1028,103, 8, 0.133491
1029,103, 9, -0.000114
1030,104, 0, -0.000106
1031,104, 1, -0.030292
1032,104, 2, -0.000092
1033,104, 3, -0.037681
1034,104, 4, 0.009982
1035,104, 5, -0.000605
1036,104, 6, 0.015346
1037,104, 7, -0.004803
1038,104, 8, 0.133491
1039,104, 9, -0.000114
1040,105, 0, -0.000106
1041,105, 1, -0.030292
1042,105, 2, -0.000092
1043,105, 3, -0.037681
1044,105, 4, 0.009982
1045,105, 5, -0.000605
1046,105, 6, 0.015346
1047,105, 7, -0.004803
1048,105, 8, 0.133491
1049,105, 9, -0.000114
1050,106, 0, -0.000106
1051,106, 1, -0.030292
1052,106, 2, -0.000092
1053,106, 3, -0.037681
1054,106, 4, 0.009982
1055,106, 5, -0.000605
1056,106, 6, 0.015346
1057,106, 7, -0.004803
1058,106, 8, 0.133491
1059,106, 9, -0.000114
1060,107, 0, -0.000106
1061,107, 1, -0.030292
1062,107, 2, -0.000092
1063,107, 3, -0.037681
1064,107, 4, 0.009982
1065,107, 5, -0.000605
1066,107, 6, 0.015346
1067,107, 7, -0.004803
1068,107, 8, 0.133491
