iteration,round, agentid, utility
359,18, 19, 14.857748
360,19, 0, 17.773003
361,19, 1, 18.844851
362,19, 2, 18.211418
363,19, 3, 20.205196
364,19, 4, 16.491194
365,19, 5, 18.040684
366,19, 6, 17.468714
367,19, 7, 16.771091
368,19, 8, 16.395187
369,19, 9, 16.905704
370,19, 10, 25.812340
371,19, 11, 19.671207
372,19, 12, 19.152864
373,19, 13, 17.910912
374,19, 14, 16.473412
375,19, 15, 11.907296
376,19, 16, 10.722878
377,19, 17, 13.036987
378,19, 18, 15.109212
379,19, 19, 14.858628
380,20, 0, 17.758142
381,20, 1, 18.846207
382,20, 2, 18.195147
383,20, 3, 20.206024
384,20, 4, 16.482891
385,20, 5, 18.021074
386,20, 6, 17.443256
387,20, 7, 16.782824
388,20, 8, 16.380722
389,20, 9, 16.832840
390,20, 10, 25.848833
391,20, 11, 19.730307
392,20, 12, 19.137259
393,20, 13, 17.914780
394,20, 14, 16.463438
395,20, 15, 11.800570
396,20, 16, 10.727165
397,20, 17, 13.037375
398,20, 18, 15.102266
399,20, 19, 14.859212
400,21, 0, 17.746628
401,21, 1, 18.848810
402,21, 2, 18.191229
403,21, 3, 20.201685
404,21, 4, 16.484493
405,21, 5, 18.127071
406,21, 6, 17.417583
407,21, 7, 16.797247
408,21, 8, 16.376816
409,21, 9, 16.910032
410,21, 10, 25.720030
411,21, 11, 19.706470
412,21, 12, 19.149530
413,21, 13, 17.917387
414,21, 14, 16.298048
415,21, 15, 11.800331
416,21, 16, 10.723379
417,21, 17, 13.031705
418,21, 18, 15.112321
419,21, 19, 14.859293
420,22, 0, 17.755270
421,22, 1, 18.955727
422,22, 2, 18.183018
423,22, 3, 20.200825
424,22, 4, 16.479616
425,22, 5, 18.132637
426,22, 6, 17.399153
427,22, 7, 16.801548
428,22, 8, 16.368311
429,22, 9, 16.995119
430,22, 10, 25.779026
431,22, 11, 19.676617
432,22, 12, 19.146852
433,22, 13, 17.919827
434,22, 14, 16.280775
435,22, 15, 11.801031
436,22, 16, 10.716962
437,22, 17, 13.021358
438,22, 18, 15.110411
439,22, 19, 14.859723
440,23, 0, 17.753483
441,23, 1, 18.958181
442,23, 2, 18.171112
443,23, 3, 20.202763
444,23, 4, 16.470783
445,23, 5, 18.129892
446,23, 6, 17.387030
447,23, 7, 16.796698
448,23, 8, 16.355089
449,23, 9, 16.926895
450,23, 10, 25.819897
451,23, 11, 19.671158
452,23, 12, 19.139296
453,23, 13, 17.804409
454,23, 14, 16.280190
455,23, 15, 11.802792
456,23, 16, 10.720950
457,23, 17, 13.021931
458,23, 18, 15.105927
459,23, 19, 14.860327
460,24, 0, 17.748028
461,24, 1, 18.961355
462,24, 2, 18.170467
463,24, 3, 20.204615
464,24, 4, 16.355459
465,24, 5, 18.123947
466,24, 6, 17.377914
467,24, 7, 16.799580
468,24, 8, 16.351906
469,24, 9, 16.976843
470,24, 10, 25.722420
471,24, 11, 19.659588
472,24, 12, 19.150852
473,24, 13, 17.806278
474,24, 14, 16.274780
475,24, 15, 11.804128
476,24, 16, 10.718832
477,24, 17, 13.018601
478,24, 18, 15.113838
479,24, 19, 14.938773
480,25, 0, 17.756311
481,25, 1, 18.963833
482,25, 2, 18.166471
483,25, 3, 20.206881
484,25, 4, 16.352901
485,25, 5, 18.131290
486,25, 6, 17.371693
487,25, 7, 16.797766
488,25, 8, 16.345749
489,25, 9, 16.919453
490,25, 10, 25.794937
491,25, 11, 19.714920
492,25, 12, 19.145838
493,25, 13, 17.807980
494,25, 14, 16.278440
495,25, 15, 11.805536
496,25, 16, 10.722345
497,25, 17, 13.021587
498,25, 18, 15.020160
499,25, 19, 14.939105
500,26, 0, 17.752853
501,26, 1, 19.069693
502,26, 2, 18.168921
503,26, 3, 20.203678
504,26, 4, 16.356295
505,26, 5, 18.128069
506,26, 6, 17.361814
507,26, 7, 16.801569
508,26, 8, 16.346010
509,26, 9, 16.976372
510,26, 10, 25.889233
511,26, 11, 19.700968
512,26, 12, 19.211355
513,26, 13, 17.808826
514,26, 14, 16.274538
515,26, 15, 11.806323
516,26, 16, 10.719589
517,26, 17, 13.018986
518,26, 18, 15.009685
519,26, 19, 14.939028
520,27, 0, 17.740253
521,27, 1, 19.071239
522,27, 2, 18.166126
523,27, 3, 20.202673
524,27, 4, 16.353750
525,27, 5, 18.115660
526,27, 6, 17.355131
527,27, 7, 16.799856
528,27, 8, 16.341747
529,27, 9, 16.919819
530,27, 10, 25.795300
531,27, 11, 19.702824
532,27, 12, 19.216146
533,27, 13, 17.722145
534,27, 14, 16.279438
535,27, 15, 11.717785
536,27, 16, 10.723215
537,27, 17, 13.022658
538,27, 18, 15.014418
539,27, 19, 14.939260
540,28, 0, 17.743454
541,28, 1, 19.154446
542,28, 2, 18.169559
543,28, 3, 20.201883
544,28, 4, 16.357431
545,28, 5, 18.117872
546,28, 6, 17.349691
547,28, 7, 16.804071
548,28, 8, 16.343716
549,28, 9, 17.004864
550,28, 10, 25.825226
551,28, 11, 19.688623
552,28, 12, 19.213907
553,28, 13, 17.722403
554,28, 14, 16.272270
555,28, 15, 11.718102
556,28, 16, 10.718122
557,28, 17, 13.017524
558,28, 18, 15.013223
559,28, 19, 14.939108
560,29, 0, 17.811255
561,29, 1, 19.155212
562,29, 2, 18.164448
563,29, 3, 20.202515
564,29, 4, 16.352306
565,29, 5, 18.115999
566,29, 6, 17.346571
567,29, 7, 16.799503
568,29, 8, 16.337830
569,29, 9, 17.023592
570,29, 10, 25.895174
571,29, 11, 19.677353
572,29, 12, 19.204365
573,29, 13, 17.723213
574,29, 14, 16.267000
575,29, 15, 11.718889
576,29, 16, 10.716238
577,29, 17, 13.094185
578,29, 18, 15.007614
579,29, 19, 14.939443
580,30, 0, 17.804287
581,30, 1, 19.156414
582,30, 2, 18.160313
583,30, 3, 20.203867
584,30, 4, 16.349020
585,30, 5, 18.179092
586,30, 6, 17.345036
587,30, 7, 16.794586
588,30, 8, 16.332369
589,30, 9, 17.045099
590,30, 10, 25.925184
591,30, 11, 19.708481
592,30, 12, 19.194941
593,30, 13, 17.724255
594,30, 14, 16.262173
595,30, 15, 11.719897
596,30, 16, 10.714708
597,30, 17, 13.090384
598,30, 18, 15.002886
599,30, 19, 14.939657
600,31, 0, 17.797287
601,31, 1, 19.157843
602,31, 2, 18.156389
603,31, 3, 20.201986
604,31, 4, 16.346178
605,31, 5, 18.171673
606,31, 6, 17.340937
607,31, 7, 16.789074
608,31, 8, 16.326801
609,31, 9, 16.988886
610,31, 10, 25.850937
611,31, 11, 19.707159
612,31, 12, 19.201040
613,31, 13, 17.653370
614,31, 14, 16.179665
615,31, 15, 11.721082
616,31, 16, 10.718431
617,31, 17, 13.093212
618,31, 18, 15.007980
619,31, 19, 14.939898
620,32, 0, 17.801546
621,32, 1, 19.159426
622,32, 2, 18.159010
623,32, 3, 20.200836
624,32, 4, 16.349562
625,32, 5, 18.175043
626,32, 6, 17.337790
627,32, 7, 16.790253
628,32, 8, 16.327635
629,32, 9, 16.986246
630,32, 10, 25.882719
631,32, 11, 19.705753
632,32, 12, 19.199171
633,32, 13, 17.653879
634,32, 14, 16.181660
635,32, 15, 11.667717
636,32, 16, 10.719082
637,32, 17, 13.094719
638,32, 18, 15.006703
639,32, 19, 14.939804
640,33, 0, 17.800240
641,33, 1, 19.218639
642,33, 2, 18.160446
643,33, 3, 20.200180
644,33, 4, 16.350912
645,33, 5, 18.173624
646,33, 6, 17.335415
647,33, 7, 16.791189
648,33, 8, 16.328020
649,33, 9, 17.035988
650,33, 10, 25.889183
651,33, 11, 19.695808
652,33, 12, 19.197208
653,33, 13, 17.654100
654,33, 14, 16.176962
655,33, 15, 11.668017
656,33, 16, 10.715752
657,33, 17, 13.091284
658,33, 18, 15.005635
659,33, 19, 14.939799
660,34, 0, 17.798801
661,34, 1, 19.219236
662,34, 2, 18.157055
663,34, 3, 20.114681
664,34, 4, 16.347527
665,34, 5, 18.172060
666,34, 6, 17.334360
667,34, 7, 16.787268
668,34, 8, 16.323917
669,34, 9, 16.991991
670,34, 10, 25.828127
671,34, 11, 19.697058
672,34, 12, 19.205582
673,34, 13, 17.654678
674,34, 14, 16.179359
675,34, 15, 11.668609
676,34, 16, 10.718019
677,34, 17, 13.092944
678,34, 18, 14.949239
679,34, 19, 14.940024
680,35, 0, 17.804865
681,35, 1, 19.220100
682,35, 2, 18.158628
683,35, 3, 20.054430
684,35, 4, 16.349430
685,35, 5, 18.177788
686,35, 6, 17.333429
687,35, 7, 16.788118
688,35, 8, 16.324507
689,35, 9, 16.978968
690,35, 10, 25.856279
691,35, 11, 19.699778
692,35, 12, 19.205463
693,35, 13, 17.654905
694,35, 14, 16.181978
695,35, 15, 11.668885
696,35, 16, 10.719278
697,35, 17, 13.094916
698,35, 18, 14.948421
699,35, 19, 14.939951
700,36, 0, 17.804905
701,36, 1, 19.220610
702,36, 2, 18.160576
703,36, 3, 20.054325
704,36, 4, 16.351200
705,36, 5, 18.178122
706,36, 6, 17.332478
707,36, 7, 16.789978
708,36, 8, 16.378433
709,36, 9, 17.017628
710,36, 10, 25.917269
711,36, 11, 19.695139
712,36, 12, 19.196913
713,36, 13, 17.649271
714,36, 14, 16.179321
715,36, 15, 11.663929
716,36, 16, 10.717097
717,36, 17, 13.093024
718,36, 18, 14.942886
719,36, 19, 14.987141
720,37, 0, 17.798716
721,37, 1, 19.215189
722,37, 2, 18.158745
723,37, 3, 20.054630
724,37, 4, 16.277342
725,37, 5, 18.172272
726,37, 6, 17.332109
727,37, 7, 16.788164
728,37, 8, 16.370220
729,37, 9, 17.038847
730,37, 10, 25.851683
731,37, 11, 19.689007
732,37, 12, 19.251719
733,37, 13, 17.647318
734,37, 14, 16.175823
735,37, 15, 11.661942
736,37, 16, 10.715420
737,37, 17, 13.090376
738,37, 18, 14.947013
739,37, 19, 14.988102
740,38, 0, 17.802563
741,38, 1, 19.212528
742,38, 2, 18.156105
743,38, 3, 20.055328
744,38, 4, 16.274996
745,38, 5, 18.175707
746,38, 6, 17.406500
747,38, 7, 16.784973
748,38, 8, 16.364029
749,38, 9, 16.999805
750,38, 10, 25.920666
751,38, 11, 19.692148
752,38, 12, 19.244461
753,38, 13, 17.593645
754,38, 14, 16.178551
755,38, 15, 11.661386
756,38, 16, 10.717839
757,38, 17, 13.092272
758,38, 18, 14.942272
759,38, 19, 14.988232
760,39, 0, 17.797331
761,39, 1, 19.211466
762,39, 2, 18.157915
763,39, 3, 20.055555
764,39, 4, 16.277143
765,39, 5, 18.221907
766,39, 6, 17.406410
767,39, 7, 16.786194
768,39, 8, 16.363695
769,39, 9, 17.034403
770,39, 10, 25.944935
771,39, 11, 19.721094
772,39, 12, 19.237005
773,39, 13, 17.593519
774,39, 14, 16.176247
775,39, 15, 11.661097
776,39, 16, 10.716086
777,39, 17, 13.090590
778,39, 18, 14.938319
779,39, 19, 14.988228
780,40, 0, 17.834536
781,40, 1, 19.210787
782,40, 2, 18.156252
783,40, 3, 20.053118
784,40, 4, 16.275492
785,40, 5, 18.216228
786,40, 6, 17.403664
787,40, 7, 16.784193
788,40, 8, 16.360981
789,40, 9, 17.052616
790,40, 10, 25.936319
791,40, 11, 19.711971
792,40, 12, 19.234509
793,40, 13, 17.593769
794,40, 14, 16.173277
795,40, 15, 11.661205
796,40, 16, 10.714701
797,40, 17, 13.088315
798,40, 18, 14.937765
799,40, 19, 14.988371
800,41, 0, 17.832575
801,41, 1, 19.251003
802,41, 2, 18.153955
803,41, 3, 20.052193
804,41, 4, 16.273546
805,41, 5, 18.213795
806,41, 6, 17.402224
807,41, 7, 16.781168
808,41, 8, 16.357817
809,41, 9, 17.069561
810,41, 10, 25.931595
811,41, 11, 19.703037
812,41, 12, 19.233913
813,41, 13, 17.594261
814,41, 14, 16.169685
815,41, 15, 11.661585
816,41, 16, 10.713249
817,41, 17, 13.085525
818,41, 18, 14.938009
819,41, 19, 14.988503
820,42, 0, 17.832073
821,42, 1, 19.251270
822,42, 2, 18.151119
823,42, 3, 20.006765
824,42, 4, 16.271309
825,42, 5, 18.212896
826,42, 6, 17.401814
827,42, 7, 16.777153
828,42, 8, 16.354044
829,42, 9, 17.038342
830,42, 10, 25.935225
831,42, 11, 19.702602
832,42, 12, 19.233002
833,42, 13, 17.594944
834,42, 14, 16.171207
835,42, 15, 11.662184
836,42, 16, 10.715037
837,42, 17, 13.086494
838,42, 18, 14.937730
839,42, 19, 14.988669
840,43, 0, 17.831388
841,43, 1, 19.251877
842,43, 2, 18.151981
843,43, 3, 20.006863
844,43, 4, 16.272703
845,43, 5, 18.211975
846,43, 6, 17.401529
847,43, 7, 16.776825
848,43, 8, 16.353840
849,43, 9, 17.024323
850,43, 10, 25.939217
851,43, 11, 19.704348
852,43, 12, 19.231886
853,43, 13, 17.595322
854,43, 14, 16.173405
855,43, 15, 11.662548
856,43, 16, 10.716222
857,43, 17, 13.088105
858,43, 18, 14.898319
859,43, 19, 14.988654
860,44, 0, 17.830564
861,44, 1, 19.252300
862,44, 2, 18.153540
863,44, 3, 20.006794
864,44, 4, 16.274275
865,44, 5, 18.210991
866,44, 6, 17.401165
867,44, 7, 16.777815
868,44, 8, 16.354717
869,44, 9, 17.012503
870,44, 10, 25.943361
871,44, 11, 19.707481
872,44, 12, 19.230644
873,44, 13, 17.556770
874,44, 14, 16.175947
875,44, 15, 11.662672
876,44, 16, 10.717260
877,44, 17, 13.090042
878,44, 18, 14.897738
879,44, 19, 14.988613
880,45, 0, 17.829645
881,45, 1, 19.287703
882,45, 2, 18.155460
883,45, 3, 20.006498
884,45, 4, 16.275908
885,45, 5, 18.209942
886,45, 6, 17.400618
887,45, 7, 16.779762
888,45, 8, 16.356348
889,45, 9, 17.042953
890,45, 10, 25.940517
891,45, 11, 19.703886
892,45, 12, 19.230446
893,45, 13, 17.556635
894,45, 14, 16.173708
895,45, 15, 11.662581
896,45, 16, 10.715305
897,45, 17, 13.088470
898,45, 18, 14.897808
899,45, 19, 14.988537
900,46, 0, 17.829481
901,46, 1, 19.287640
902,46, 2, 18.153955
903,46, 3, 20.006588
904,46, 4, 16.274132
905,46, 5, 18.209641
906,46, 6, 17.400480
907,46, 7, 16.778387
908,46, 8, 16.354845
909,46, 9, 17.054903
910,46, 10, 25.937994
911,46, 11, 19.699839
912,46, 12, 19.230730
913,46, 13, 17.556738
914,46, 14, 16.171360
915,46, 15, 11.662683
916,46, 16, 10.714230
917,46, 17, 13.086693
918,46, 18, 14.898074
919,46, 19, 15.018568
920,47, 0, 17.829681
921,47, 1, 19.287766
922,47, 2, 18.152189
923,47, 3, 20.006969
924,47, 4, 16.272547
925,47, 5, 18.209753
926,47, 6, 17.400705
927,47, 7, 16.776302
928,47, 8, 16.352865
929,47, 9, 17.063641
930,47, 10, 25.935822
931,47, 11, 19.695993
932,47, 12, 19.262056
933,47, 13, 17.557005
934,47, 14, 16.169291
935,47, 15, 11.662938
936,47, 16, 10.713546
937,47, 17, 13.085073
938,47, 18, 14.898376
939,47, 19, 15.018651
940,48, 0, 17.830042
941,48, 1, 19.288076
942,48, 2, 18.150543
943,48, 3, 20.007536
944,48, 4, 16.271286
945,48, 5, 18.241058
946,48, 6, 17.401197
947,48, 7, 16.773983
948,48, 8, 16.350794
949,48, 9, 17.071617
950,48, 10, 25.933712
951,48, 11, 19.692295
952,48, 12, 19.262638
953,48, 13, 17.557379
954,48, 14, 16.167404
955,48, 15, 11.663293
956,48, 16, 10.712959
957,48, 17, 13.083570
958,48, 18, 14.898688
959,48, 19, 15.018739
960,49, 0, 17.830475
961,49, 1, 19.288515
962,49, 2, 18.148994
963,49, 3, 20.008211
964,49, 4, 16.270189
965,49, 5, 18.241488
966,49, 6, 17.401901
967,49, 7, 16.771540
968,49, 8, 16.348663
969,49, 9, 17.052441
970,49, 10, 25.935415
971,49, 11, 19.692842
972,49, 12, 19.262672
973,49, 13, 17.557812
974,49, 14, 16.168308
975,49, 15, 11.637895
976,49, 16, 10.714007
977,49, 17, 13.084143
978,49, 18, 14.898632
979,49, 19, 15.018828
980,50, 0, 17.830511
981,50, 1, 19.289047
982,50, 2, 18.149494
983,50, 3, 20.008625
984,50, 4, 16.271029
985,50, 5, 18.241552
986,50, 6, 17.402418
987,50, 7, 16.771210
988,50, 8, 16.348497
989,50, 9, 17.038181
990,50, 10, 25.938375
991,50, 11, 19.695604
992,50, 12, 19.262226
993,50, 13, 17.526901
994,50, 14, 16.170403
995,50, 15, 11.638151
996,50, 16, 10.715171
997,50, 17, 13.085680
998,50, 18, 14.898326
999,50, 19, 15.018817
1000,51, 0, 17.857285
1001,51, 1, 19.289410
1002,51, 2, 18.150993
1003,51, 3, 20.008686
1004,51, 4, 16.272512
1005,51, 5, 18.241259
1006,51, 6, 17.402605
1007,51, 7, 16.772339
1008,51, 8, 16.349556
1009,51, 9, 17.057341
1010,51, 10, 25.936844
1011,51, 11, 19.694187
1012,51, 12, 19.262241
1013,51, 13, 17.526907
1014,51, 14, 16.169495
1015,51, 15, 11.638194
1016,51, 16, 10.714185
1017,51, 17, 13.085055
1018,51, 18, 14.898368
1019,51, 19, 15.018764
1020,52, 0, 17.857290
1021,52, 1, 19.289537
1022,52, 2, 18.150393
1023,52, 3, 19.979992
1024,52, 4, 16.271763
1025,52, 5, 18.241251
1026,52, 6, 17.402866
1027,52, 7, 16.771629
1028,52, 8, 16.348793
1029,52, 9, 17.042183
1030,52, 10, 25.938593
1031,52, 11, 19.695793
1032,52, 12, 19.261969
1033,52, 13, 17.526997
1034,52, 14, 16.170635
1035,52, 15, 11.638296
1036,52, 16, 10.714956
1037,52, 17, 13.085895
1038,52, 18, 14.898212
1039,52, 19, 15.018812
1040,53, 0, 17.857090
1041,53, 1, 19.314669
1042,53, 2, 18.151215
1043,53, 3, 19.979965
1044,53, 4, 16.272556
1045,53, 5, 18.241053
1046,53, 6, 17.402945
1047,53, 7, 16.772369
1048,53, 8, 16.349428
1049,53, 9, 17.060757
1050,53, 10, 25.936228
1051,53, 11, 19.693369
1052,53, 12, 19.262201
1053,53, 13, 17.526968
1054,53, 14, 16.169024
1055,53, 15, 11.638290
1056,53, 16, 10.713780
1057,53, 17, 13.084726
1058,53, 18, 14.898388
1059,53, 19, 15.018770
1060,54, 0, 17.857256
1061,54, 1, 19.314709
1062,54, 2, 18.150072
1063,54, 3, 19.980141
1064,54, 4, 16.271362
1065,54, 5, 18.241199
1066,54, 6, 17.403202
1067,54, 7, 16.771164
1068,54, 8, 16.348230
