iteration,round, agentid, utility
137,7, 17, 0.263266
138,7, 18, -0.892547
139,7, 19, 0.373660
140,8, 0, 0.304263
141,8, 1, 0.672422
142,8, 2, 0.262049
143,8, 3, -28.419138
144,8, 4, 0.210599
145,8, 5, 0.209608
146,8, 6, 0.099418
147,8, 7, 0.310439
148,8, 8, -0.441502
149,8, 9, 0.607606
150,8, 10, 0.072994
151,8, 11, 0.291125
152,8, 12, 0.052372
153,8, 13, 0.248074
154,8, 14, -31.142105
155,8, 15, 0.131997
156,8, 16, 0.558576
157,8, 17, 0.262274
158,8, 18, -1.957143
159,8, 19, 0.366798
160,9, 0, 0.303234
161,9, 1, 0.660558
162,9, 2, 0.307467
163,9, 3, -21.275894
164,9, 4, 0.210599
165,9, 5, -0.063504
166,9, 6, 0.099418
167,9, 7, 0.315026
168,9, 8, -0.441502
169,9, 9, 0.607606
170,9, 10, 0.070964
171,9, 11, 0.310675
172,9, 12, 0.045826
173,9, 13, 0.248074
174,9, 14, -23.596457
175,9, 15, 0.128270
176,9, 16, 0.558576
177,9, 17, 0.260584
178,9, 18, -3.225001
179,9, 19, 0.366943
180,10, 0, 0.302916
181,10, 1, 0.719964
182,10, 2, 0.322693
183,10, 3, -26.605474
184,10, 4, 0.210599
185,10, 5, -0.850968
186,10, 6, 0.099418
187,10, 7, 0.315026
188,10, 8, -0.441502
189,10, 9, 0.668015
190,10, 10, 0.070887
191,10, 11, 0.319306
192,10, 12, 0.043121
193,10, 13, 0.248074
194,10, 14, -23.596457
195,10, 15, 0.129663
196,10, 16, 0.569423
197,10, 17, 0.258802
198,10, 18, -1.953014
199,10, 19, 0.360180
200,11, 0, 0.302916
201,11, 1, 0.699764
202,11, 2, 0.349374
203,11, 3, -30.375307
204,11, 4, 0.210599
205,11, 5, -1.849744
206,11, 6, 0.142697
207,11, 7, 0.310917
208,11, 8, -0.441502
209,11, 9, 0.672926
210,11, 10, 0.072063
211,11, 11, 0.318806
212,11, 12, 0.038629
213,11, 13, 0.248074
214,11, 14, -23.596457
215,11, 15, 0.128675
216,11, 16, 0.569423
217,11, 17, 0.269613
218,11, 18, -2.981351
219,11, 19, 0.349610
220,12, 0, 0.302916
221,12, 1, 0.727781
222,12, 2, 0.464858
223,12, 3, -24.479939
224,12, 4, 0.210599
225,12, 5, -1.801471
226,12, 6, 0.193104
227,12, 7, 0.310917
228,12, 8, -0.441502
229,12, 9, 0.627027
230,12, 10, 0.081004
231,12, 11, 0.311103
232,12, 12, 0.038629
233,12, 13, 0.248074
234,12, 14, -10.560855
235,12, 15, 0.136210
236,12, 16, 0.569423
237,12, 17, 0.269613
238,12, 18, -2.330516
239,12, 19, 0.342574
240,13, 0, 0.302916
241,13, 1, 0.683626
242,13, 2, 0.541807
243,13, 3, -27.114742
244,13, 4, 0.210599
245,13, 5, -2.440769
246,13, 6, 0.231740
247,13, 7, 0.310917
248,13, 8, 0.019163
249,13, 9, 0.627027
250,13, 10, 0.080157
251,13, 11, 0.312155
252,13, 12, 0.038629
253,13, 13, 0.213925
254,13, 14, -5.907267
255,13, 15, 0.136210
256,13, 16, 0.569423
257,13, 17, 0.269613
258,13, 18, -1.146276
259,13, 19, 0.332944
260,14, 0, 0.302916
261,14, 1, 0.656906
262,14, 2, 0.571517
263,14, 3, -21.981142
264,14, 4, 0.210599
265,14, 5, -2.961099
266,14, 6, 0.249729
267,14, 7, 0.310917
268,14, 8, 0.164550
269,14, 9, 0.627027
270,14, 10, 0.079480
271,14, 11, 0.312946
272,14, 12, 0.038629
273,14, 13, 0.186444
274,14, 14, -3.558235
275,14, 15, 0.136210
276,14, 16, 0.569423
277,14, 17, 0.269613
278,14, 18, -0.697018
279,14, 19, 0.292628
280,15, 0, 0.302916
281,15, 1, 0.720196
282,15, 2, 0.563307
283,15, 3, -12.205889
284,15, 4, 0.210599
285,15, 5, -3.739693
286,15, 6, 0.332049
287,15, 7, 0.307598
288,15, 8, 0.118924
289,15, 9, 0.632850
290,15, 10, 0.078938
291,15, 11, 0.313545
292,15, 12, 0.038629
293,15, 13, 0.186444
294,15, 14, -1.234966
295,15, 15, 0.136210
296,15, 16, 0.569423
297,15, 17, 0.269613
298,15, 18, -0.263656
299,15, 19, 0.268611
300,16, 0, 0.297983
301,16, 1, 0.740006
302,16, 2, 0.563319
303,16, 3, -8.827906
304,16, 4, 0.210599
305,16, 5, -4.585430
306,16, 6, 0.332049
307,16, 7, 0.307598
308,16, 8, 0.118924
309,16, 9, 0.627378
310,16, 10, 0.078504
311,16, 11, 0.334142
312,16, 12, 0.038629
313,16, 13, 0.186444
314,16, 14, -0.879900
315,16, 15, 0.136210
316,16, 16, 0.569423
317,16, 17, 0.269613
318,16, 18, -0.035986
319,16, 19, 0.253389
320,17, 0, 0.293950
321,17, 1, 0.741688
322,17, 2, 0.563325
323,17, 3, -12.055178
324,17, 4, 0.210599
325,17, 5, -5.605367
326,17, 6, 0.332049
327,17, 7, 0.294164
328,17, 8, -0.018739
329,17, 9, 0.629281
330,17, 10, 0.080935
331,17, 11, 0.334101
332,17, 12, 0.036513
333,17, 13, 0.176516
334,17, 14, -0.647504
335,17, 15, 0.136210
336,17, 16, 0.569423
337,17, 17, 0.269613
338,17, 18, -0.172004
339,17, 19, 0.259166
340,18, 0, 0.293950
341,18, 1, 0.738628
342,18, 2, 0.563327
343,18, 3, -9.493791
344,18, 4, 0.210599
345,18, 5, -6.544774
346,18, 6, 0.332049
347,18, 7, 0.277454
348,18, 8, -0.018739
349,18, 9, 0.675145
350,18, 10, 0.082879
351,18, 11, 0.333776
352,18, 12, 0.036513
353,18, 13, 0.234312
354,18, 14, -0.720665
355,18, 15, 0.136210
356,18, 16, 0.569423
357,18, 17, 0.269613
358,18, 18, -0.308607
359,18, 19, 0.263409
360,19, 0, 0.587262
361,19, 1, 0.747496
362,19, 2, 0.563328
363,19, 3, -11.893285
364,19, 4, 0.337916
365,19, 5, -8.168134
366,19, 6, 0.332049
367,19, 7, 0.259502
368,19, 8, -0.192159
369,19, 9, 0.677131
370,19, 10, 0.084435
371,19, 11, 0.333318
372,19, 12, 0.036513
373,19, 13, 0.234312
374,19, 14, -0.489034
375,19, 15, 0.136210
376,19, 16, 0.569423
377,19, 17, 0.269613
378,19, 18, -0.438155
379,19, 19, 0.268892
380,20, 0, 0.589484
381,20, 1, 0.744406
382,20, 2, 0.563327
383,20, 3, -9.566720
384,20, 4, 0.347147
385,20, 5, -9.693923
386,20, 6, 0.332049
387,20, 7, 0.241837
388,20, 8, -0.192159
389,20, 9, 0.672198
390,20, 10, 0.097678
391,20, 11, 0.320992
392,20, 12, 0.036513
393,20, 13, 0.236339
394,20, 14, -0.720829
395,20, 15, 0.136210
396,20, 16, 0.569423
397,20, 17, 0.422209
398,20, 18, -0.555728
399,20, 19, 0.272389
400,21, 0, 0.589150
401,21, 1, 0.741418
402,21, 2, 0.563326
403,21, 3, -11.622540
404,21, 4, 0.360437
405,21, 5, -11.079608
406,21, 6, 0.332049
407,21, 7, 0.225460
408,21, 8, -0.409486
409,21, 9, 0.674822
410,21, 10, 0.108272
411,21, 11, 0.297240
412,21, 12, 0.036513
413,21, 13, 0.219947
414,21, 14, -0.488594
415,21, 15, 0.136210
416,21, 16, 0.569423
417,21, 17, 0.422209
418,21, 18, -0.658823
419,21, 19, 0.274464
420,22, 0, 0.592751
421,22, 1, 0.738694
422,22, 2, 0.517063
423,22, 3, -8.880025
424,22, 4, 0.366694
425,22, 5, -10.885234
426,22, 6, 0.332049
427,22, 7, 0.210916
428,22, 8, -0.409486
429,22, 9, 0.669213
430,22, 10, 0.116746
431,22, 11, 0.266295
432,22, 12, 0.036513
433,22, 13, 0.223858
434,22, 14, -0.720337
435,22, 15, 0.136210
436,22, 16, 0.569423
437,22, 17, 0.422209
438,22, 18, -0.746797
439,22, 19, 0.274464
440,23, 0, 0.591341
441,23, 1, 0.751392
442,23, 2, 0.517446
443,23, 3, -11.102570
444,23, 4, 0.375704
445,23, 5, -6.656811
446,23, 6, 0.332049
447,23, 7, 0.198412
448,23, 8, -0.700907
449,23, 9, 0.671676
450,23, 10, 0.123524
451,23, 11, 0.231920
452,23, 12, 0.036513
453,23, 13, 0.221963
454,23, 14, -0.487713
455,23, 15, 0.136210
456,23, 16, 0.575860
457,23, 17, 0.422209
458,23, 18, -0.820261
459,23, 19, 0.274464
460,24, 0, 0.592749
461,24, 1, 0.750926
462,24, 2, 0.517339
463,24, 3, -12.167570
464,24, 4, 0.379637
465,24, 5, -6.628314
466,24, 6, 0.332049
467,24, 7, 0.187922
468,24, 8, -0.700907
469,24, 9, 0.798900
470,24, 10, 0.128944
471,24, 11, 0.197054
472,24, 12, 0.084313
473,24, 13, 0.258841
474,24, 14, -0.694801
475,24, 15, 0.136210
476,24, 16, 0.502630
477,24, 17, 0.422209
478,24, 18, -0.880570
479,24, 19, 0.274464
480,25, 0, 0.591215
481,25, 1, 0.755906
482,25, 2, 0.517014
483,25, 3, -8.030747
484,25, 4, 0.385300
485,25, 5, -2.448097
486,25, 6, 0.332049
487,25, 7, 0.179286
488,25, 8, -1.337084
489,25, 9, 0.801958
490,25, 10, 0.133278
491,25, 11, 0.256168
492,25, 12, 0.084313
493,25, 13, 0.258841
494,25, 14, -0.470076
495,25, 15, 0.136210
496,25, 16, 0.502630
497,25, 17, 0.422209
498,25, 18, -0.929412
499,25, 19, 0.274464
500,26, 0, 0.592110
501,26, 1, 0.754876
502,26, 2, 0.516610
503,26, 3, -8.039307
504,26, 4, 0.387799
505,26, 5, -0.852216
506,26, 6, 0.332049
507,26, 7, 0.172281
508,26, 8, -2.232745
509,26, 9, 0.794639
510,26, 10, 0.147332
511,26, 11, -0.227978
512,26, 12, 0.084313
513,26, 13, 0.258841
514,26, 14, -0.702458
515,26, 15, 0.136210
516,26, 16, 0.502630
517,26, 17, 0.422209
518,26, 18, -0.968549
519,26, 19, 0.274464
520,27, 0, 0.590861
521,27, 1, 0.757992
522,27, 2, 0.516201
523,27, 3, -12.370792
524,27, 4, 0.391397
525,27, 5, -0.661156
526,27, 6, 0.332049
527,27, 7, 0.240900
528,27, 8, -3.201961
529,27, 9, 0.792477
530,27, 10, 0.155504
531,27, 11, -0.833869
532,27, 12, 0.084313
533,27, 13, 0.258841
534,27, 14, -0.474665
535,27, 15, 0.136210
536,27, 16, 0.502630
537,27, 17, 0.422209
538,27, 18, -0.561765
539,27, 19, 0.274464
540,28, 0, 0.601345
541,28, 1, 0.757039
542,28, 2, 0.515821
543,28, 3, -23.191040
544,28, 4, 0.387606
545,28, 5, -0.131584
546,28, 6, 0.343763
547,28, 7, 0.269158
548,28, 8, -3.201961
549,28, 9, 0.786342
550,28, 10, 0.159914
551,28, 11, -1.360758
552,28, 12, 0.084313
553,28, 13, 0.258841
554,28, 14, -0.485080
555,28, 15, 0.136210
556,28, 16, 0.502630
557,28, 17, 0.422209
558,28, 18, -0.370062
559,28, 19, 0.274464
560,29, 0, 0.601377
561,29, 1, 0.755367
562,29, 2, 0.515484
563,29, 3, -37.063042
564,29, 4, 0.384572
565,29, 5, 0.117249
566,29, 6, 0.351805
567,29, 7, 0.282550
568,29, 8, -3.201961
569,29, 9, 0.781209
570,29, 10, 0.162098
571,29, 11, -1.147121
572,29, 12, 0.084313
573,29, 13, 0.258841
574,29, 14, -0.469495
575,29, 15, 0.136210
576,29, 16, 0.502630
577,29, 17, 0.422209
578,29, 18, -0.269108
579,29, 19, 0.273655
580,30, 0, 0.601321
581,30, 1, 0.753264
582,30, 2, 0.515195
583,30, 3, -50.414524
584,30, 4, 0.382146
585,30, 5, 0.243184
586,30, 6, 0.357527
587,30, 7, 0.286567
588,30, 8, -3.201961
589,30, 9, 0.777956
590,30, 10, 0.165072
591,30, 11, -1.179617
592,30, 12, 0.084313
593,30, 13, 0.258841
594,30, 14, -0.437624
595,30, 15, 0.136210
596,30, 16, 0.502630
597,30, 17, 0.422209
598,30, 18, -0.236799
599,30, 19, 0.273655
600,31, 0, 0.601225
601,31, 1, 0.750955
602,31, 2, 0.514951
603,31, 3, -61.026150
604,31, 4, 0.380204
605,31, 5, 0.308238
606,31, 6, 0.343960
607,31, 7, 0.306970
608,31, 8, -3.201961
609,31, 9, 0.776679
610,31, 10, 0.167904
611,31, 11, -1.089600
612,31, 12, 0.084313
613,31, 13, 0.258841
614,31, 14, -0.397001
615,31, 15, 0.136210
616,31, 16, 0.502630
617,31, 17, 0.422209
618,31, 18, -0.252503
619,31, 19, 0.273655
620,32, 0, 0.601117
621,32, 1, 0.748602
622,32, 2, 0.514748
623,32, 3, -68.809814
624,32, 4, 0.378651
625,32, 5, 0.346699
626,32, 6, 0.342481
627,32, 7, 0.306092
628,32, 8, -3.201961
629,32, 9, 0.777086
630,32, 10, 0.171086
631,32, 11, -0.952056
632,32, 12, 0.084313
633,32, 13, 0.258841
634,32, 14, -0.352952
635,32, 15, 0.136210
636,32, 16, 0.502630
637,32, 17, 0.422209
638,32, 18, -0.265222
639,32, 19, 0.273655
640,33, 0, 0.601011
641,33, 1, 0.746317
642,33, 2, 0.514581
643,33, 3, -54.755718
644,33, 4, 0.377409
645,33, 5, 0.365209
646,33, 6, 0.342481
647,33, 7, 0.305369
648,33, 8, -3.201961
649,33, 9, 0.807791
650,33, 10, 0.174842
651,33, 11, -0.974031
652,33, 12, 0.084313
653,33, 13, 0.258841
654,33, 14, -0.116516
655,33, 15, 0.136210
656,33, 16, 0.502630
657,33, 17, 0.422209
658,33, 18, -0.275475
659,33, 19, 0.080864
660,34, 0, 0.600913
661,34, 1, 0.744174
662,34, 2, 0.514444
663,34, 3, -60.324707
664,34, 4, 0.376415
665,34, 5, 0.373942
666,34, 6, 0.342481
667,34, 7, 0.304779
668,34, 8, -4.182254
669,34, 9, 0.826322
670,34, 10, 0.178470
671,34, 11, -0.937287
672,34, 12, 0.084313
673,34, 13, 0.258841
674,34, 14, 0.036081
675,34, 15, 0.136210
676,34, 16, 0.502630
677,34, 17, 0.422209
678,34, 18, -0.283709
679,34, 19, 0.080869
680,35, 0, 0.600827
681,35, 1, 0.742214
682,35, 2, 0.514332
683,35, 3, -63.231979
684,35, 4, 0.375620
685,35, 5, 0.377736
686,35, 6, 0.342481
687,35, 7, 0.304779
688,35, 8, -5.124342
689,35, 9, 0.837650
690,35, 10, 0.182228
691,35, 11, -0.882206
692,35, 12, 0.084313
693,35, 13, 0.258841
694,35, 14, 0.228587
695,35, 15, 0.147307
696,35, 16, 0.502630
697,35, 17, 0.422209
698,35, 18, -0.283709
699,35, 19, 0.080561
700,36, 0, 0.764681
701,36, 1, 0.740455
702,36, 2, 0.514242
703,36, 3, -70.431114
704,36, 4, 0.401882
705,36, 5, 0.379029
706,36, 6, 0.276365
707,36, 7, 0.304779
708,36, 8, -5.124342
709,36, 9, 0.837650
710,36, 10, 0.274247
711,36, 11, -0.384094
712,36, 12, 0.113228
713,36, 13, 0.327204
714,36, 14, 0.389441
715,36, 15, 0.147696
716,36, 16, 0.502630
717,36, 17, 0.547692
718,36, 18, -0.283709
719,36, 19, 0.080153
720,37, 0, 0.175486
721,37, 1, 0.655097
722,37, 2, 0.818079
723,37, 3, -81.509430
724,37, 4, 0.544372
725,37, 5, 0.378961
726,37, 6, 0.022048
727,37, 7, 0.388208
728,37, 8, -11.658370
729,37, 9, 0.835510
730,37, 10, 0.279811
731,37, 11, -1.079475
732,37, 12, 0.113228
733,37, 13, 0.317202
734,37, 14, 0.386686
735,37, 15, 0.177471
736,37, 16, 0.502630
737,37, 17, 0.565550
738,37, 18, -0.283709
739,37, 19, 0.080201
740,38, 0, -4.953064
741,38, 1, 0.563914
742,38, 2, 0.565422
743,38, 3, -86.363098
744,38, 4, 0.574808
745,38, 5, 0.378895
746,38, 6, -0.193025
747,38, 7, -0.433511
748,38, 8, -18.369717
749,38, 9, 0.833124
750,38, 10, 0.280397
751,38, 11, -1.859390
752,38, 12, 0.113228
753,38, 13, 0.304948
754,38, 14, 0.384468
755,38, 15, 0.177720
756,38, 16, 0.502630
757,38, 17, 0.570834
758,38, 18, -0.283709
759,38, 19, 0.080239
760,39, 0, -14.040775
761,39, 1, 0.537049
762,39, 2, 0.094040
763,39, 3, -85.096901
764,39, 4, 0.587302
765,39, 5, 0.378836
766,39, 6, -0.202379
767,39, 7, -1.684137
768,39, 8, -22.482697
769,39, 9, 0.830717
770,39, 10, 0.277800
771,39, 11, -2.711360
772,39, 12, 0.113228
773,39, 13, 0.293265
774,39, 14, 0.382685
775,39, 15, 0.177919
776,39, 16, 0.502630
777,39, 17, 0.569891
778,39, 18, -0.283709
779,39, 19, 0.080269
780,40, 0, -23.300688
781,40, 1, 0.549749
782,40, 2, -0.319931
783,40, 3, -87.235458
784,40, 4, 0.590632
785,40, 5, 0.378784
786,40, 6, -0.081999
787,40, 7, -2.989036
788,40, 8, -24.109522
789,40, 9, 0.827223
790,40, 10, 0.277800
791,40, 11, -3.556079
792,40, 12, 0.113228
793,40, 13, 0.293265
794,40, 14, 0.381252
795,40, 15, 0.178078
796,40, 16, 0.502630
797,40, 17, 0.566674
798,40, 18, -0.283709
799,40, 19, 0.080292
800,41, 0, -23.188520
801,41, 1, 0.555954
802,41, 2, -0.265102
803,41, 3, -88.316902
804,41, 4, 0.594949
805,41, 5, 0.378739
806,41, 6, 0.076306
807,41, 7, -4.469938
808,41, 8, -23.734550
809,41, 9, 0.822598
810,41, 10, 0.277800
811,41, 11, -4.355451
812,41, 12, 0.113228
813,41, 13, 0.227728
814,41, 14, 0.380092
815,41, 15, 0.178206
816,41, 16, 0.502630
817,41, 17, 0.561075
818,41, 18, -0.283709
819,41, 19, 0.080310
820,42, 0, -22.560244
821,42, 1, 0.558548
822,42, 2, -0.230457
823,42, 3, -89.660896
824,42, 4, 0.599897
825,42, 5, 0.378702
826,42, 6, 0.183646
827,42, 7, -6.059766
828,42, 8, -22.097439
829,42, 9, 0.816829
830,42, 10, 0.277800
831,42, 11, -5.236972
832,42, 12, 0.113228
833,42, 13, 0.227728
834,42, 14, 0.379161
835,42, 15, 0.178309
836,42, 16, 0.502630
837,42, 17, 0.380669
838,42, 18, -0.283709
839,42, 19, 0.080325
840,43, 0, -27.757765
841,43, 1, 0.577436
842,43, 2, -0.497490
843,43, 3, -92.182213
844,43, 4, 0.600003
845,43, 5, 0.378671
846,43, 6, 0.273122
847,43, 7, -7.241072
848,43, 8, -20.107952
849,43, 9, 0.808446
850,43, 10, 0.277800
851,43, 11, -6.035517
852,43, 12, 0.113228
853,43, 13, 0.227728
854,43, 14, 0.378415
855,43, 15, 0.178391
856,43, 16, 0.502630
857,43, 17, 0.371166
858,43, 18, -0.283709
859,43, 19, 0.080336
860,44, 0, -29.185125
861,44, 1, 0.584691
862,44, 2, -0.368252
863,44, 3, -96.338966
864,44, 4, 0.602255
865,44, 5, 0.378645
866,44, 6, 0.311876
867,44, 7, -8.231510
868,44, 8, -18.123667
869,44, 9, 0.797611
870,44, 10, 0.277800
871,44, 11, -6.740315
872,44, 12, 0.113228
873,44, 13, 0.227728
874,44, 14, 0.377818
875,44, 15, 0.178457
876,44, 16, 0.502630
877,44, 17, 0.361907
878,44, 18, -0.283709
879,44, 19, 0.080346
880,45, 0, -29.842274
881,45, 1, 0.585904
882,45, 2, -0.290181
883,45, 3, -102.467239
884,45, 4, 0.580045
885,45, 5, 0.378624
886,45, 6, 0.311876
887,45, 7, -9.041245
888,45, 8, -16.316193
889,45, 9, 0.784516
890,45, 10, 0.277800
891,45, 11, -7.008938
892,45, 12, 0.113228
893,45, 13, 0.227728
894,45, 14, 0.377338
895,45, 15, 0.178509
896,45, 16, 0.502630
897,45, 17, 0.361907
898,45, 18, -0.283709
899,45, 19, 0.080353
900,46, 0, -22.178028
901,46, 1, 0.611154
902,46, 2, 0.103396
903,46, 3, -110.873192
904,46, 4, 0.528397
905,46, 5, 0.439523
906,46, 6, 0.311876
907,46, 7, -5.160623
908,46, 8, -16.882826
909,46, 9, 0.765137
910,46, 10, 0.277800
911,46, 11, -4.515985
912,46, 12, 0.113228
913,46, 13, 0.227728
914,46, 14, 0.376956
915,46, 15, 0.178552
916,46, 16, 0.502630
917,46, 17, 0.379383
918,46, 18, -0.283709
919,46, 19, 0.078129
920,47, 0, -27.370050
921,47, 1, 0.623607
922,47, 2, 0.186672
923,47, 3, -119.217407
924,47, 4, 0.515320
925,47, 5, 0.438825
926,47, 6, 0.311876
927,47, 7, -5.166599
928,47, 8, -17.342659
929,47, 9, 0.739251
930,47, 10, 0.277800
931,47, 11, -3.071635
932,47, 12, 0.113228
933,47, 13, 0.227728
934,47, 14, 0.376648
935,47, 15, 0.178585
936,47, 16, 0.502630
937,47, 17, 0.370048
938,47, 18, -0.059206
939,47, 19, 0.078679
940,48, 0, -24.159283
941,48, 1, 0.620304
942,48, 2, 0.338323
943,48, 3, -105.193748
944,48, 4, 0.353807
945,48, 5, 0.438315
946,48, 6, 0.311876
947,48, 7, -5.722381
948,48, 8, -16.558594
949,48, 9, 0.708929
950,48, 10, 0.149339
951,48, 11, -0.806434
952,48, 12, 0.113228
953,48, 13, 0.227728
954,48, 14, 0.376402
955,48, 15, 0.178612
956,48, 16, 0.502630
957,48, 17, 0.233560
958,48, 18, -0.152604
959,48, 19, 0.078456
960,49, 0, -18.136026
961,49, 1, 0.608922
962,49, 2, 0.386272
963,49, 3, -45.336559
964,49, 4, 0.405275
965,49, 5, 0.435008
966,49, 6, 0.311876
967,49, 7, -6.471327
968,49, 8, -15.298485
969,49, 9, 0.843080
970,49, 10, 0.101883
971,49, 11, 0.132838
972,49, 12, 0.113228
973,49, 13, 0.227728
974,49, 14, 0.376206
975,49, 15, 0.178634
976,49, 16, 0.502630
977,49, 17, 0.233345
978,49, 18, -0.240827
979,49, 19, 0.103514
980,50, 0, -16.592060
981,50, 1, 0.596065
982,50, 2, 0.422282
983,50, 3, -25.736515
984,50, 4, 0.448839
985,50, 5, 0.427368
986,50, 6, 0.311876
987,50, 7, -7.103379
988,50, 8, -13.762283
989,50, 9, 0.882413
990,50, 10, 0.085010
991,50, 11, 0.304505
992,50, 12, 0.113228
993,50, 13, 0.229770
994,50, 14, 0.376048
995,50, 15, 0.178651
996,50, 16, 0.502630
997,50, 17, 0.230100
998,50, 18, -0.074935
999,50, 19, 0.123264
1000,51, 0, -16.155001
1001,51, 1, 0.582455
1002,51, 2, 0.449652
1003,51, 3, -18.211308
1004,51, 4, 0.487144
1005,51, 5, 0.416098
1006,51, 6, 0.311876
1007,51, 7, -8.446342
1008,51, 8, -13.762283
1009,51, 9, 0.892571
1010,51, 10, 0.074210
1011,51, 11, 0.339150
1012,51, 12, 0.113228
1013,51, 13, 0.242335
1014,51, 14, 0.375922
1015,51, 15, 0.178665
1016,51, 16, 0.502630
1017,51, 17, 0.222612
1018,51, 18, 0.014685
1019,51, 19, 0.140025
1020,52, 0, -16.135355
1021,52, 1, 0.568652
1022,52, 2, 0.470664
1023,52, 3, -15.882773
1024,52, 4, 0.521730
1025,52, 5, 0.402377
1026,52, 6, 0.311876
1027,52, 7, -9.652884
1028,52, 8, -13.762283
1029,52, 9, 0.722187
1030,52, 10, 0.067299
1031,52, 11, 0.344448
1032,52, 12, 0.113741
1033,52, 13, 0.242335
1034,52, 14, 0.375821
1035,52, 15, 0.178676
1036,52, 16, 0.502630
1037,52, 17, 0.208655
1038,52, 18, 0.070033
1039,52, 19, 0.155190
1040,53, 0, -14.900696
1041,53, 1, 0.409851
1042,53, 2, 0.470664
1043,53, 3, -9.262357
1044,53, 4, 0.348765
1045,53, 5, 0.326025
1046,53, 6, 0.311876
1047,53, 7, -6.652411
1048,53, 8, -13.762283
1049,53, 9, 0.722075
1050,53, 10, 0.062876
1051,53, 11, 0.342171
1052,53, 12, 0.114411
1053,53, 13, 0.242335
1054,53, 14, 0.375740
1055,53, 15, 0.203434
1056,53, 16, 0.502630
1057,53, 17, 0.158251
1058,53, 18, 0.019057
1059,53, 19, 0.153074
1060,54, 0, -17.512877
1061,54, 1, 0.204925
1062,54, 2, -0.027052
1063,54, 3, -2.269600
1064,54, 4, 0.358477
1065,54, 5, 0.387283
1066,54, 6, 0.360077
1067,54, 7, -7.828817
1068,54, 8, -10.735116
